ProductKey,ProductId,Product Name,Product SubCategory,Product Category,Product Description,Product Color,Product Model Name,Reorder Point,Standard Cost,Source System Code,Start Date,End Date,Product Status
354,888,"Mountain-200 Silver, 42",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,375,601.7437,1,55:52.0,NULL,Outdate
355,889,"Mountain-200 Silver, 42",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,454,601.7437,1,55:52.0,02:07.0,Current
356,890,"Mountain-200 Silver, 46",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,375,601.7437,1,55:52.0,NULL,Outdate
357,892,"Mountain-200 Silver, 46",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,Mountain-200,375,601.7437,1,55:52.0,NULL,Current
358,893,"Mountain-200 Black, 38",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,601.7437,1,55:52.0,NULL,Outdate
359,894,"Mountain-200 Black, 38",Derailleurs,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,53.9282,1,55:52.0,NULL,Current
360,895,"Mountain-200 Black, 42",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,199.8519,1,55:52.0,NULL,Outdate
361,896,"Mountain-200 Black, 42",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,199.8519,1,55:52.0,NULL,Current
362,897,"Mountain-200 Black, 46",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,199.8519,1,55:52.0,NULL,Outdate
363,898,"Mountain-200 Black, 46",Touring Frames,Bikes,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,Mountain-200,375,199.8519,1,55:52.0,NULL,Current
364,899,"Mountain-300 Black, 38",Touring Frames,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Black,Mountain-300,454,199.8519,1,55:52.0,02:07.0,Outdate
365,900,"Mountain-300 Black, 40",Touring Frames,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Black,Mountain-300,375,199.8519,1,55:52.0,NULL,Outdate
366,902,"Mountain-300 Black, 44",Touring Frames,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Black,Mountain-300,375,199.8519,1,55:52.0,NULL,Outdate
367,903,"Mountain-300 Black, 48",Touring Frames,Bikes,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Black,Mountain-300,375,199.8519,1,55:52.0,NULL,Outdate
368,904,"Road-250 Red, 44",Mountain Frames,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,Road-250,375,199.3757,1,55:52.0,NULL,Outdate
369,905,"Road-250 Red, 48",Mountain Frames,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,Road-250,375,199.3757,1,55:52.0,NULL,Outdate
370,906,"Road-250 Red, 52",Mountain Frames,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,Road-250,375,199.3757,1,55:52.0,NULL,Outdate
371,907,"Road-250 Red, 58",Brakes,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,Road-250,375,47.286,1,55:52.0,NULL,Outdate
372,908,"Road-250 Red, 58",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,Road-250,375,12.0413,1,55:52.0,NULL,Current
373,909,"Road-250 Black, 44",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,454,17.3782,1,55:52.0,02:07.0,Outdate
374,910,"Road-250 Black, 44",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,23.3722,1,55:52.0,NULL,Current
375,912,"Road-250 Black, 48",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,17.3782,1,55:52.0,NULL,Outdate
376,913,"Road-250 Black, 48",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,23.3722,1,55:52.0,NULL,Current
377,914,"Road-250 Black, 52",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,12.0413,1,55:52.0,NULL,Outdate
378,915,"Road-250 Black, 52",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,17.3782,1,55:52.0,NULL,Current
379,916,"Road-250 Black, 58",Saddles,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,23.3722,1,55:52.0,NULL,Outdate
380,917,"Road-250 Black, 58",Mountain Frames,Bikes,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,Road-250,375,144.5938,1,55:52.0,NULL,Current
381,918,"Road-550-W Yellow, 38",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,144.5938,1,55:52.0,NULL,Outdate
382,919,"Road-550-W Yellow, 38",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,454,144.5938,1,55:52.0,02:07.0,Current
383,920,"Road-550-W Yellow, 40",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,144.5938,1,55:52.0,NULL,Outdate
384,922,"Road-550-W Yellow, 40",Tires and Tubes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,1.4923,1,55:52.0,NULL,Current
385,923,"Road-550-W Yellow, 42",Tires and Tubes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,1.8663,1,55:52.0,NULL,Outdate
386,924,"Road-550-W Yellow, 42",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,136.785,1,55:52.0,NULL,Current
387,925,"Road-550-W Yellow, 44",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,136.785,1,55:52.0,NULL,Outdate
388,926,"Road-550-W Yellow, 44",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,136.785,1,55:52.0,NULL,Current
389,927,"Road-550-W Yellow, 48",Mountain Frames,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,136.785,1,55:52.0,NULL,Outdate
390,928,"Road-550-W Yellow, 48",Tires and Tubes,Bikes,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,Road-550-W,375,9.3463,1,55:52.0,NULL,Current
391,929,LL Fork,Tires and Tubes,Components,Stout design absorbs shock and offers more precise steering.,NA,LL Fork,454,11.2163,1,55:52.0,02:07.0,Outdate
392,930,ML Fork,Tires and Tubes,Components,Composite road fork with an aluminum steerer tube.,NA,ML Fork,375,13.09,1,55:52.0,NULL,Outdate
393,932,HL Fork,Tires and Tubes,Components,High-performance carbon road fork with curved legs.,NA,HL Fork,375,9.3463,1,55:52.0,NULL,Outdate
394,933,LL Headset,Tires and Tubes,Components,Threadless headset provides quality at an economical price.,NA,LL Headset,375,12.1924,1,55:52.0,NULL,Outdate
395,934,ML Headset,Tires and Tubes,Components,Sealed cartridge keeps dirt out.,NA,ML Headset,375,10.8423,1,55:52.0,NULL,Outdate
396,935,HL Headset,Pedals,Components,"High-quality 1"" threadless headset with a grease port for quick lubrication.",NA,HL Headset,375,17.9776,1,55:52.0,NULL,Outdate
397,936,LL Mountain Handlebars,Pedals,Components,All-purpose bar for on or off-road.,NA,LL Mountain Handlebars,375,27.568,1,55:52.0,NULL,Outdate
398,937,LL Mountain Handlebars,Pedals,Components,All-purpose bar for on or off-road.,NA,LL Mountain Handlebars,375,35.9596,1,55:52.0,NULL,Current
399,938,ML Mountain Handlebars,Pedals,Components,Tough aluminum alloy bars for downhill.,NA,ML Mountain Handlebars,375,17.9776,1,55:52.0,NULL,Outdate
400,939,ML Mountain Handlebars,Pedals,Components,Tough aluminum alloy bars for downhill.,NA,ML Mountain Handlebars,454,27.568,1,55:52.0,02:07.0,Current
401,940,HL Mountain Handlebars,Pedals,Components,Flat bar strong enough for the pro circuit.,NA,HL Mountain Handlebars,375,35.9596,1,55:52.0,NULL,Outdate
402,942,HL Mountain Handlebars,Mountain Frames,Components,Flat bar strong enough for the pro circuit.,NA,HL Mountain Handlebars,375,199.3757,1,55:52.0,NULL,Current
403,943,LL Road Handlebars,Mountain Frames,Components,Unique shape provides easier reach to the levers.,NA,LL Road Handlebars,375,136.785,1,55:52.0,NULL,Outdate
404,944,LL Road Handlebars,Mountain Frames,Components,Unique shape provides easier reach to the levers.,NA,LL Road Handlebars,375,144.5938,1,55:52.0,NULL,Current
405,945,ML Road Handlebars,Derailleurs,Components,Anatomically shaped aluminum tube bar will suit all riders.,NA,ML Road Handlebars,375,40.6216,1,55:52.0,NULL,Outdate
406,946,ML Road Handlebars,Handlebars,Components,Anatomically shaped aluminum tube bar will suit all riders.,NA,ML Road Handlebars,375,20.464,1,55:52.0,NULL,Current
407,947,HL Road Handlebars,Handlebars,Components,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,NA,HL Road Handlebars,375,40.6571,1,55:52.0,NULL,Outdate
408,948,HL Road Handlebars,Brakes,Components,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,NA,HL Road Handlebars,375,47.286,1,55:52.0,NULL,Current
409,949,"ML Mountain Frame - Black, 38",Cranksets,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Black,ML Mountain Frame-W,454,77.9176,1,55:52.0,02:07.0,Outdate
410,950,LL Mountain Front Wheel,Cranksets,Components,Replacement mountain wheel for entry-level rider.,Black,LL Mountain Front Wheel,375,113.8816,1,55:52.0,NULL,Outdate
411,952,ML Mountain Front Wheel,Chains,Components,Replacement mountain wheel for the casual to serious rider.,Black,ML Mountain Front Wheel,375,8.9866,1,55:52.0,NULL,Outdate
412,953,HL Mountain Front Wheel,Touring Bikes,Components,High-performance mountain replacement wheel.,Black,HL Mountain Front Wheel,75,755.1508,1,55:52.0,NULL,Outdate
413,954,LL Road Front Wheel,Touring Bikes,Components,Replacement road front wheel for entry-level cyclist.,Black,LL Road Front Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
414,955,ML Road Front Wheel,Touring Bikes,Components,Sturdy alloy features a quick-release hub.,Black,ML Road Front Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
415,956,HL Road Front Wheel,Touring Bikes,Components,Strong wheel with double-walled rim.,Black,HL Road Front Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
416,957,Touring Front Wheel,Touring Bikes,Components,Aerodynamic rims for smooth riding.,Black,Touring Front Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
417,958,"ML Road Frame-W - Yellow, 38",Touring Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,461.4448,1,55:52.0,NULL,Outdate
418,959,"ML Road Frame-W - Yellow, 38",Touring Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,91,461.4448,1,55:52.0,02:07.0,Current
419,960,LL Mountain Rear Wheel,Touring Bikes,Components,Replacement mountain wheel for entry-level rider.,Black,LL Mountain Rear Wheel,75,461.4448,1,55:52.0,NULL,Outdate
420,962,ML Mountain Rear Wheel,Touring Bikes,Components,Replacement mountain wheel for the casual to serious rider.,Black,ML Mountain Rear Wheel,75,461.4448,1,55:52.0,NULL,Outdate
421,963,HL Mountain Rear Wheel,Touring Bikes,Components,High-performance mountain replacement wheel.,Black,HL Mountain Rear Wheel,75,461.4448,1,55:52.0,NULL,Outdate
422,964,LL Road Rear Wheel,Touring Bikes,Components,Replacement road rear wheel for entry-level cyclist.,Black,LL Road Rear Wheel,75,461.4448,1,55:52.0,NULL,Outdate
423,965,ML Road Rear Wheel,Touring Bikes,Components,Aluminum alloy rim with stainless steel spokes; built for speed.,Black,ML Road Rear Wheel,75,461.4448,1,55:52.0,NULL,Outdate
424,966,HL Road Rear Wheel,Touring Bikes,Components,Strong rear wheel with double-walled rim.,Black,HL Road Rear Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
425,967,Touring Rear Wheel,Touring Bikes,Components,Excellent aerodynamic rims guarantee a smooth ride.,Black,Touring Rear Wheel,75,1481.9379,1,55:52.0,NULL,Outdate
426,968,"ML Mountain Frame - Black, 40",Touring Bikes,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,ML Mountain Frame,75,1481.9379,1,55:52.0,NULL,Outdate
427,969,"ML Mountain Frame - Black, 44",Touring Bikes,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,ML Mountain Frame,91,1481.9379,1,55:52.0,02:07.0,Outdate
428,970,"ML Mountain Frame - Black, 48",Touring Bikes,Components,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,ML Mountain Frame,75,755.1508,1,55:52.0,NULL,Outdate
429,972,"ML Road Frame-W - Yellow, 40",Touring Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,755.1508,1,55:52.0,NULL,Outdate
430,973,"ML Road Frame-W - Yellow, 40",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,1082.51,1,55:52.0,NULL,Current
431,974,"ML Road Frame-W - Yellow, 42",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,1082.51,1,55:52.0,NULL,Outdate
432,975,"ML Road Frame-W - Yellow, 42",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,1082.51,1,55:52.0,NULL,Current
433,976,"ML Road Frame-W - Yellow, 44",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,1082.51,1,55:52.0,NULL,Outdate
434,977,"ML Road Frame-W - Yellow, 44",Road Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,343.6496,1,55:52.0,NULL,Current
435,978,"ML Road Frame-W - Yellow, 48",Touring Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,75,461.4448,1,55:52.0,NULL,Outdate
436,979,"ML Road Frame-W - Yellow, 48",Touring Bikes,Components,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,ML Road Frame-W,91,461.4448,1,55:52.0,02:07.0,Current
437,980,"HL Road Frame - Black, 62",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,419.7784,1,55:52.0,NULL,Outdate
438,982,"HL Road Frame - Black, 62",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,419.7784,1,55:52.0,NULL,Current
439,983,"HL Road Frame - Black, 44",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,419.7784,1,55:52.0,NULL,Outdate
440,984,"HL Road Frame - Black, 44",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,308.2179,1,55:52.0,NULL,Current
441,985,"HL Road Frame - Black, 48",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,308.2179,1,55:52.0,NULL,Outdate
442,986,"HL Road Frame - Black, 48",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,308.2179,1,55:52.0,NULL,Current
443,987,"HL Road Frame - Black, 52",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,308.2179,1,55:52.0,NULL,Outdate
444,988,"HL Road Frame - Black, 52",Mountain Bikes,Components,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,HL Road Frame,75,308.2179,1,55:52.0,NULL,Current
445,989,"Men's Sports Shorts, S",Mountain Bikes,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,Men's Sports Shorts,91,294.5797,1,55:52.0,02:07.0,Outdate
446,990,"Touring-Panniers, Large",Mountain Bikes,Accessories,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Grey,Touring-Panniers,75,294.5797,1,55:52.0,NULL,Outdate
447,992,Cable Lock,Mountain Bikes,Accessories,"Wraps to fit front and rear tires, carrier and 2 keys included.",NA,Cable Lock,75,294.5797,1,55:52.0,NULL,Outdate
448,993,Minipump,Mountain Bikes,Accessories,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,NA,Minipump,75,294.5797,1,55:52.0,NULL,Outdate
449,994,Mountain Pump,Bottom Brackets,Accessories,Simple and light-weight. Emergency patches stored in handle.,NA,Mountain Pump,375,23.9716,1,55:52.0,NULL,Outdate
450,995,Taillights - Battery-Powered,Bottom Brackets,Accessories,Affordable light for safe night riding - uses 3 AAA batteries,NA,Taillight,375,44.9506,1,55:52.0,NULL,Outdate
451,996,Headlights - Dual-Beam,Bottom Brackets,Accessories,Rechargeable dual-beam headlight.,NA,Headlights - Dual-Beam,375,53.9416,1,55:52.0,NULL,Outdate
452,997,Headlights - Weatherproof,Road Bikes,Accessories,Rugged weatherproof headlight.,NA,Headlights - Weatherproof,75,343.6496,1,55:52.0,NULL,Outdate
453,998,"Men's Sports Shorts, M",Road Bikes,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,Men's Sports Shorts,75,343.6496,1,55:52.0,NULL,Outdate
454,999,"Men's Sports Shorts, L",Road Bikes,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,Men's Sports Shorts,91,343.6496,1,55:52.0,02:07.0,Outdate
455,317,"Men's Sports Shorts, XL",NULL,Clothing,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,Men's Sports Shorts,375,0,1,02:07.0,NULL,Outdate
456,327,"Women's Tights, S",NULL,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,Women's Tights,600,0,1,02:07.0,NULL,Outdate
457,345,"Women's Tights, M",NULL,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,Women's Tights,750,0,1,02:07.0,NULL,Outdate
458,357,"Women's Tights, L",NULL,Clothing,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,Women's Tights,600,0,1,02:07.0,NULL,Outdate
459,367,"Men's Bib-Shorts, S",NULL,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,Men's Bib-Shorts,750,0,1,02:07.0,NULL,Outdate
460,377,"Men's Bib-Shorts, M",NULL,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,Men's Bib-Shorts,750,0,1,02:07.0,NULL,Outdate
461,387,"Men's Bib-Shorts, L",NULL,Clothing,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,Men's Bib-Shorts,750,0,1,02:07.0,NULL,Outdate
462,397,"Half-Finger Gloves, S",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,750,0,1,02:07.0,NULL,Outdate
463,407,"Half-Finger Gloves, S",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,750,0,1,02:07.0,NULL,Current
464,417,"Half-Finger Gloves, M",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,825,0,1,02:07.0,NULL,Outdate
465,427,"Half-Finger Gloves, M",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,750,0,1,02:07.0,NULL,Current
466,437,"Half-Finger Gloves, L",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,750,0,1,02:07.0,NULL,Outdate
467,447,"Half-Finger Gloves, L",NULL,Clothing,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,Half-Finger Gloves,750,0,1,02:07.0,NULL,Current
468,457,"Full-Finger Gloves, S",NULL,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,Full-Finger Gloves,750,0,1,02:07.0,NULL,Outdate
469,467,"Full-Finger Gloves, M",NULL,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,Full-Finger Gloves,750,0,1,02:07.0,NULL,Outdate
470,477,"Full-Finger Gloves, L",NULL,Clothing,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,Full-Finger Gloves,750,0,1,02:07.0,NULL,Outdate
471,487,"Classic Vest, S",NULL,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,Classic Vest,750,0,1,02:07.0,NULL,Current
472,497,"Classic Vest, M",NULL,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,Classic Vest,750,0,1,02:07.0,NULL,Current
473,513,"Classic Vest, L",NULL,Clothing,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,Classic Vest,600,0,1,02:07.0,NULL,Current
474,523,"Women's Mountain Shorts, S",NULL,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Black,Women's Mountain Shorts,413,0,1,02:07.0,NULL,Current
475,533,"Women's Mountain Shorts, M",NULL,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Black,Women's Mountain Shorts,375,0,1,02:07.0,NULL,Current
476,711,"Women's Mountain Shorts, L",Helmets,Clothing,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Black,Women's Mountain Shorts,3,13.0863,1,02:07.0,NULL,Current
477,721,Water Bottle - 30 oz.,Road Frames,Accessories,AWC logo water bottle - holds 30 oz; leak-proof.,NA,Water Bottle,375,868.6342,1,02:07.0,NULL,Current
478,731,Mountain Bottle Cage,Road Frames,Accessories,Tough aluminum cage holds bottle securly on tough terrain.,NA,Mountain Bottle Cage,375,352.1394,1,02:07.0,NULL,Current
479,741,Road Bottle Cage,Mountain Frames,Accessories,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,NA,Road Bottle Cage,375,706.811,1,02:07.0,NULL,Current
480,751,Patch Kit/8 Patches,Road Bikes,Accessories,"Includes 8 different size patches, glue and sandpaper.",NA,Patch kit,75,2171.2942,1,02:07.0,NULL,Current
481,761,"Racing Socks, M",Road Bikes,Clothing,"Thin, lightweight and durable with cuffs that stay up.",White,Racing Socks,75,486.7066,1,02:07.0,NULL,Current
482,771,"Racing Socks, L",Mountain Bikes,Clothing,"Thin, lightweight and durable with cuffs that stay up.",White,Racing Socks,75,1912.1544,1,02:07.0,NULL,Current
483,781,Hitch Rack - 4-Bike,Mountain Bikes,Accessories,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",NA,Hitch Rack - 4-Bike,75,1265.6195,1,02:07.0,NULL,Current
484,791,Bike Wash - Dissolver,Road Bikes,Accessories,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",NA,Bike Wash,83,1518.7864,1,02:07.0,NULL,Current
485,801,Fender Set - Mountain,Road Bikes,Accessories,Clip-on fenders fit most mountain bikes.,NA,Fender Set - Mountain,75,713.0798,1,02:07.0,NULL,Current
486,811,All-Purpose Bike Stand,Handlebars,Accessories,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,NA,All-Purpose Bike Stand,375,19.7758,1,02:07.0,NULL,Current
487,821,Hydration Pack - 70 oz.,Wheels,Accessories,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Silver,Hydration Pack,375,96.7964,1,02:07.0,NULL,Current
488,831,"Short-Sleeve Classic Jersey, S",Mountain Frames,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,Short-Sleeve Classic Jersey,375,185.8193,1,02:07.0,NULL,Current
489,841,"Short-Sleeve Classic Jersey, M",Shorts,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,Short-Sleeve Classic Jersey,3,24.7459,1,02:07.0,NULL,Current
490,851,"Short-Sleeve Classic Jersey, L",Shorts,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,Short-Sleeve Classic Jersey,3,24.7459,1,02:07.0,NULL,Current
491,861,"Short-Sleeve Classic Jersey, XL",Gloves,Clothing,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,Short-Sleeve Classic Jersey,3,15.6709,1,02:07.0,NULL,Current
